date,airTemperature,cloudCover,currentDirection,currentSpeed,gust,humidity,precipitation,pressure,seaLevel,swellDirection,swellHeight,swellPeriod,visibility,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed
2022-02-22T08:00:00+00:00,21.09,0.43,300.45,0.09,3.0,54.87,0.0,1015.5,-0.3,229.46,1.43,9.95,24.13,17.66,229.46,1.43,9.95,176.38,1.33
2022-02-23T08:00:00+00:00,22.4,0.5,64.34,0.09,2.91,58.8,0.0,1014.64,-0.31,228.88,1.9,12.48,24.14,16.98,228.88,1.9,12.48,199.44,1.5
2022-02-24T08:00:00+00:00,22.2,58.4,277.13,0.06,2.75,59.47,0.0,1015.87,-0.28,232.51,1.89,12.19,24.13,17.76,229.2,1.96,11.67,151.64,6.2
2022-02-25T08:00:00+00:00,22.49,20.4,14.55,0.07,9.1,75.6,0.0,1015.76,-0.31,234.21,1.8,11.15,24.14,18.31,215.84,2.11,9.3,154.86,9.08
2022-02-26T08:00:00+00:00,23.17,0.07,69.07,0.16,2.4,65.47,0.0,1013.99,-0.27,224.95,1.65,10.34,24.13,17.55,220.36,1.71,9.85,140.48,5.72
2022-02-27T08:00:00+00:00,27.46,0.0,66.04,0.08,1.53,45.6,0.0,1009.96,-0.27,213.65,1.62,10.54,24.13,16.68,213.65,1.62,10.54,280.88,0.62
2022-02-28T08:00:00+00:00,22.34,10.27,255.87,0.09,5.96,67.27,0.0,1011.82,-0.24,233.63,1.23,10.92,24.14,17.32,236.24,1.26,10.58,351.17,4.73
2022-03-01T08:00:00+00:00,22.33,8.13,285.05,0.12,4.98,63.13,0.0,1012.18,-0.25,237.77,1.27,11.84,24.14,17.86,239.16,1.29,11.59,355.88,4.79
2022-03-02T08:00:00+00:00,21.81,38.93,247.68,0.18,8.68,65.8,0.06,1010.48,-0.21,226.8,1.51,10.9,23.15,17.32,231.66,1.57,10.35,329.32,5.92
2022-03-03T08:00:00+00:00,21.47,67.5,211.44,0.14,1.78,65.6,0.04,1013.71,-0.23,221.65,1.32,8.87,23.54,17.68,221.65,1.32,8.87,271.92,2.09
2022-03-04T08:00:00+00:00,20.73,1.87,176.86,0.1,4.38,67.53,0.01,1015.83,-0.24,214.99,1.31,8.62,24.13,18.42,214.99,1.31,8.62,162.53,2.33
2022-03-05T08:00:00+00:00,22.61,0.0,67.04,0.1,2.45,57.67,0.0,1015.39,-0.26,185.86,1.23,7.53,24.13,18.16,181.55,1.28,7.21,139.03,4.54
2022-03-06T08:00:00+00:00,25.77,2.2,107.77,0.05,1.35,51.43,0.0,1011.72,-0.26,213.95,1.31,11.52,11.45,17.88,213.95,1.31,11.52,164.04,1.87
2022-03-07T08:00:00+00:00,21.63,45.03,86.05,0.07,8.35,69.07,0.0,1014.69,-0.25,236.73,2.08,12.32,24.13,18.13,234.64,2.12,11.96,168.66,6.14
2022-03-08T08:00:00+00:00,22.03,0.0,54.48,0.26,5.84,63.87,0.0,1014.81,-0.31,244.92,2.58,13.76,24.14,17.25,223.3,3.05,11.25,142.02,11.79
2022-03-09T08:00:00+00:00,24.84,53.03,57.86,0.23,1.27,54.3,0.0,1009.73,-0.29,237.36,1.85,11.33,24.13,17.63,237.36,1.85,11.33,195.06,1.61
2022-03-10T08:00:00+00:00,21.26,0.2,59.02,0.22,6.52,69.6,0.0,1015.53,-0.29,231.8,1.21,9.64,24.14,17.37,211.83,1.45,7.88,154.09,8.03
2022-03-11T08:00:00+00:00,26.51,92.6,53.22,0.16,1.9,43.23,0.0,1010.62,-0.28,211.99,1.32,9.06,24.13,16.96,211.99,1.32,9.06,139.69,0.99
2022-03-12T08:00:00+00:00,25.2,2.17,177.17,0.06,7.08,57.7,0.0,1006.9,-0.22,226.74,1.1,10.55,22.02,18.71,226.74,1.1,10.55,307.56,1.8
2022-03-13T08:00:00+00:00,17.26,100.0,94.57,0.02,4.74,81.03,0.93,1011.17,-0.19,245.61,3.09,13.35,10.77,17.96,245.5,3.1,13.31,211.32,4.95
2022-03-14T08:00:00+00:00,16.74,99.6,62.2,0.15,7.13,49.0,0.01,1020.65,-0.23,234.36,3.18,12.22,24.14,17.63,234.3,3.18,12.21,165.92,5.07
2022-03-15T08:00:00+00:00,18.14,1.67,55.2,0.22,2.09,51.43,0.0,1019.19,-0.27,221.02,2.15,11.33,24.14,17.05,218.67,2.19,11.02,143.23,6.46
2022-03-16T08:00:00+00:00,20.05,0.0,81.67,0.05,9.41,65.57,0.0,1018.36,-0.15,218.92,1.25,10.24,24.14,19.24,200.75,1.47,8.42,144.41,7.99
2022-03-17T08:00:00+00:00,23.74,0.0,52.76,0.19,1.75,40.67,0.0,1015.42,-0.29,224.46,2.17,13.11,24.14,16.55,224.46,2.17,13.11,108.66,0.87
2022-03-18T08:00:00+00:00,22.64,1.73,49.73,0.16,4.05,58.07,0.0,1016.32,-0.24,227.23,1.68,11.18,24.14,17.13,226.88,1.68,11.12,154.21,3.93
2022-03-19T08:00:00+00:00,23.15,0.0,69.37,0.06,2.94,58.27,0.0,1018.18,-0.23,217.16,1.68,10.9,24.13,17.13,205.92,1.82,9.85,142.42,6.87
2022-03-20T08:00:00+00:00,23.17,0.0,61.14,0.23,3.35,66.5,0.0,1018.23,-0.31,232.62,2.23,12.62,24.14,17.28,216.13,2.51,10.94,140.21,8.58
2022-03-21T08:00:00+00:00,21.73,0.0,29.16,0.13,3.61,70.77,0.0,1015.86,-0.28,229.71,2.32,12.11,24.13,16.31,229.06,2.34,12.01,146.32,5.05
2022-03-22T08:00:00+00:00,22.63,32.8,52.04,0.11,6.47,72.73,0.0,1015.35,-0.29,231.51,1.6,11.0,24.14,15.83,198.92,2.08,8.46,145.7,9.93
2022-03-23T08:00:00+00:00,22.78,89.3,96.05,0.08,3.87,74.33,0.0,1012.78,-0.26,215.76,1.75,9.95,24.14,16.25,215.05,1.76,9.88,155.0,3.53
2022-03-24T08:00:00+00:00,21.03,13.2,308.57,0.06,6.35,60.43,0.0,1014.89,-0.24,226.89,1.52,9.24,24.14,17.72,226.89,1.52,9.24,199.79,2.38
2022-03-25T08:00:00+00:00,19.69,4.83,62.75,0.16,7.85,56.93,0.0,1015.78,-0.32,205.81,1.64,10.2,24.14,15.91,179.0,2.12,8.12,138.11,10.05
2022-03-26T08:00:00+00:00,19.5,0.0,262.33,0.12,2.76,61.07,0.0,1014.44,-0.26,195.78,1.53,9.89,24.14,16.59,186.09,1.66,8.94,135.29,6.51
2022-03-27T08:00:00+00:00,22.38,95.6,62.21,0.1,1.42,47.0,0.0,1013.22,-0.28,203.66,1.48,9.94,24.14,16.06,203.66,1.48,9.94,129.54,0.37
2022-03-28T08:00:00+00:00,19.05,33.73,42.97,0.16,7.85,58.03,0.0,1011.34,-0.34,227.54,1.74,12.3,24.14,16.14,229.83,1.77,11.94,329.5,5.72
2022-03-29T08:00:00+00:00,17.83,100.0,57.48,0.2,14.51,84.83,1.64,1009.16,-0.34,259.92,1.86,10.36,15.53,14.82,268.77,2.0,9.46,335.44,7.7
2022-03-30T08:00:00+00:00,18.89,30.6,242.67,0.14,8.71,64.2,0.03,1014.12,-0.27,248.1,4.63,14.44,24.13,14.12,248.31,4.64,14.4,335.16,8.13
2022-03-31T08:00:00+00:00,19.05,29.93,221.71,0.19,5.16,58.2,0.0,1017.84,-0.22,238.42,4.35,14.58,24.14,14.4,238.42,4.35,14.58,165.56,2.42
2022-04-01T08:00:00+00:00,19.27,1.87,81.2,0.1,9.34,51.2,0.0,1018.05,-0.34,228.41,2.79,12.84,24.13,14.68,227.91,2.8,12.76,140.62,5.99
2022-04-02T08:00:00+00:00,19.52,0.0,63.09,0.18,11.27,59.23,0.0,1016.9,-0.39,216.73,1.6,10.95,24.13,14.62,185.67,2.08,8.37,133.17,9.99
2022-04-03T08:00:00+00:00,18.43,0.0,51.93,0.22,2.41,63.63,0.0,1009.94,-0.4,184.34,1.58,8.96,24.14,14.7,178.38,1.67,8.42,128.52,5.78
2022-04-04T08:00:00+00:00,17.45,69.23,322.94,0.11,7.2,74.07,0.02,1009.8,-0.32,194.04,1.32,11.29,24.13,15.0,197.44,1.37,10.69,336.12,5.6
2022-04-05T08:00:00+00:00,17.66,69.57,290.14,0.1,6.49,72.07,0.65,1012.81,-0.28,221.73,1.59,10.21,16.35,14.65,224.69,1.63,9.9,312.76,5.56
2022-04-06T08:00:00+00:00,16.01,84.43,238.24,0.09,7.16,68.4,0.28,1018.78,-0.27,224.22,1.91,9.22,20.0,14.72,225.41,1.94,9.01,268.96,5.74
2022-04-07T08:00:00+00:00,16.28,37.07,130.56,0.09,7.97,54.67,0.03,1025.5,-0.3,222.83,2.46,10.77,24.13,14.92,222.82,2.46,10.77,144.56,4.11
2022-04-08T08:00:00+00:00,16.92,0.0,62.41,0.23,7.38,51.0,0.0,1025.24,-0.37,221.14,1.6,10.7,24.14,14.47,185.92,2.12,8.12,129.37,10.83
2022-04-09T08:00:00+00:00,17.06,0.0,59.09,0.23,2.88,59.07,0.0,1021.02,-0.36,216.48,1.03,11.81,24.14,14.34,142.36,2.27,6.94,123.34,12.47
2022-04-10T08:00:00+00:00,20.84,5.2,55.6,0.14,1.27,43.83,0.0,1017.26,-0.32,174.52,1.31,10.47,24.13,14.5,147.51,1.79,7.79,121.83,9.1
2022-04-11T08:00:00+00:00,23.74,11.0,272.1,0.05,0.91,33.53,0.0,1016.97,-0.25,191.68,0.98,10.2,24.13,15.2,191.68,0.98,10.2,15.96,0.57
2022-04-12T08:00:00+00:00,23.82,0.0,319.09,0.02,0.7,34.5,0.0,1015.27,-0.25,227.37,0.93,12.34,24.14,15.42,227.37,0.93,12.34,181.2,0.91
2022-04-13T08:00:00+00:00,19.86,35.0,54.29,0.14,5.03,76.33,0.0,1013.13,-0.28,230.97,0.99,10.98,24.14,14.43,230.97,0.99,10.98,170.12,1.03
2022-04-14T08:00:00+00:00,17.08,100.0,60.38,0.11,7.93,73.27,0.0,1012.98,-0.28,213.62,1.7,9.92,24.14,14.41,208.91,1.78,9.32,160.95,6.53
2022-04-15T08:00:00+00:00,15.67,8.73,50.77,0.2,12.65,55.93,0.0,1023.78,-0.36,217.43,2.3,9.78,24.13,14.06,211.89,2.41,9.28,132.25,8.72
2022-04-16T08:00:00+00:00,15.87,0.0,49.75,0.18,4.23,49.5,0.0,1025.83,-0.4,222.64,1.77,11.87,24.13,14.37,182.88,2.43,8.71,133.48,11.48
2022-04-17T08:00:00+00:00,16.92,5.07,54.08,0.18,2.39,56.17,0.0,1020.9,-0.38,204.66,1.99,10.79,24.13,14.38,202.82,2.02,10.55,137.98,5.54
2022-04-18T08:00:00+00:00,18.21,10.7,63.71,0.11,3.25,67.9,0.0,1020.22,-0.34,207.24,1.7,10.48,24.13,14.2,205.81,1.72,10.3,134.74,4.56
2022-04-19T08:00:00+00:00,20.23,0.0,259.6,0.07,1.13,50.3,0.0,1019.4,-0.29,216.63,1.64,10.5,24.13,15.11,216.63,1.64,10.5,129.91,2.2
2022-04-20T08:00:00+00:00,25.47,99.93,339.72,0.06,4.44,21.67,0.0,1013.49,-0.31,224.94,1.36,11.78,24.13,14.97,224.94,1.36,11.78,295.52,2.2
2022-04-21T08:00:00+00:00,18.25,28.27,258.87,0.04,2.53,80.2,0.0,1015.14,-0.31,232.02,1.2,11.43,19.13,14.83,232.02,1.2,11.43,189.62,1.48
2022-04-22T08:00:00+00:00,16.85,34.93,69.81,0.1,7.48,60.93,0.01,1019.87,-0.32,233.72,1.81,11.79,24.14,13.9,233.72,1.81,11.79,172.69,2.12
2022-04-23T08:00:00+00:00,15.43,0.0,207.34,0.08,5.7,60.57,0.0,1017.98,-0.29,236.21,3.73,14.14,24.14,14.73,234.92,3.77,13.91,154.06,9.03
2022-04-24T08:00:00+00:00,16.18,1.87,79.7,0.1,2.7,53.5,0.0,1019.71,-0.37,233.77,3.16,13.45,24.13,13.58,233.77,3.16,13.45,233.15,1.24
2022-04-25T08:00:00+00:00,15.98,0.0,55.62,0.17,5.49,57.17,0.0,1024.79,-0.36,229.08,2.18,11.47,24.13,13.98,229.08,2.18,11.47,150.69,1.5
2022-04-26T08:00:00+00:00,16.32,0.0,35.72,0.16,7.18,62.73,0.0,1023.79,-0.41,221.44,2.15,11.44,24.14,13.86,221.0,2.16,11.37,145.01,5.32
2022-04-27T08:00:00+00:00,17.1,1.43,55.62,0.3,1.04,50.77,0.0,1020.23,-0.41,221.33,2.45,12.45,24.14,13.69,221.33,2.45,12.45,124.77,2.06
2022-04-28T08:00:00+00:00,17.23,55.3,27.45,0.18,4.53,64.8,0.0,1013.16,-0.33,206.2,1.39,9.15,24.13,14.0,198.04,1.5,8.35,145.43,6.37
2022-04-29T08:00:00+00:00,16.87,45.4,62.26,0.21,4.0,69.07,0.13,1017.4,-0.37,227.48,1.44,9.25,24.13,13.62,227.5,1.44,9.25,335.62,4.05
2022-04-30T08:00:00+00:00,16.98,8.83,59.0,0.16,1.42,63.87,0.0,1023.82,-0.32,228.51,2.24,10.97,24.13,14.17,228.51,2.24,10.97,342.73,2.38
2022-05-01T08:00:00+00:00,16.9,3.63,42.51,0.17,4.47,72.13,0.0,1025.72,-0.29,234.62,2.7,13.05,24.13,13.56,234.62,2.7,13.05,143.91,1.93
2022-05-02T08:00:00+00:00,20.39,21.67,28.9,0.18,0.59,46.63,0.0,1019.57,-0.31,233.7,2.62,13.65,24.13,13.54,233.7,2.62,13.65,111.55,0.72
2022-05-03T08:00:00+00:00,18.67,2.37,56.82,0.15,6.53,77.6,0.0,1020.52,-0.26,234.55,2.51,13.28,24.14,13.7,234.55,2.51,13.28,150.85,3.03
2022-05-04T08:00:00+00:00,18.3,62.57,36.39,0.16,1.93,75.9,0.0,1020.91,-0.26,235.64,1.9,12.38,24.13,13.82,235.64,1.9,12.38,137.51,1.49
2022-05-05T08:00:00+00:00,20.36,20.47,47.9,0.16,3.02,46.97,0.0,1017.4,-0.24,238.39,1.62,12.09,24.14,14.14,238.39,1.62,12.09,275.66,1.15
2022-05-06T08:00:00+00:00,17.12,98.9,28.78,0.13,3.27,69.0,0.12,1017.35,-0.25,245.39,1.96,11.33,24.13,14.13,245.4,1.96,11.33,313.07,2.62
2022-05-07T08:00:00+00:00,15.75,17.13,62.04,0.18,10.14,67.33,0.07,1021.14,-0.26,229.72,2.3,10.93,24.14,13.65,228.35,2.32,10.76,145.59,6.23
2022-05-08T08:00:00+00:00,15.55,79.47,9.04,0.14,1.2,67.03,0.0,1023.45,-0.27,230.12,1.47,10.52,24.14,13.72,230.08,1.47,10.52,131.77,2.38
2022-05-09T08:00:00+00:00,15.71,13.67,30.63,0.05,2.98,60.47,0.0,1020.47,-0.27,239.15,2.08,12.07,24.13,13.18,239.15,2.08,12.07,325.22,3.32
2022-05-10T08:00:00+00:00,15.27,97.93,49.11,0.2,4.05,52.7,0.0,1014.92,-0.31,248.87,2.2,11.94,24.13,14.13,248.88,2.2,11.93,321.25,3.47
2022-05-11T08:00:00+00:00,16.01,35.87,40.12,0.23,3.15,64.37,0.01,1019.03,-0.3,243.19,2.39,10.87,24.14,13.03,243.2,2.39,10.87,345.7,3.64
2022-05-12T08:00:00+00:00,14.54,69.43,28.68,0.16,4.25,72.27,0.03,1018.79,-0.26,244.62,1.83,10.9,24.13,14.07,244.72,1.83,10.88,353.67,4.86
2022-05-13T08:00:00+00:00,15.16,100.0,40.87,0.22,3.01,77.97,0.08,1020.41,-0.28,242.11,3.55,15.31,24.13,13.96,242.12,3.55,15.31,331.78,4.14
2022-05-14T08:00:00+00:00,15.97,17.47,34.14,0.17,1.85,64.6,0.0,1023.83,-0.27,241.27,4.65,15.4,24.14,14.3,241.27,4.65,15.4,11.22,1.6
2022-05-15T08:00:00+00:00,16.25,0.0,53.57,0.21,1.8,61.3,0.0,1024.32,-0.28,234.03,3.14,13.71,24.13,13.57,234.03,3.14,13.71,127.49,2.68
2022-05-16T08:00:00+00:00,21.34,0.93,42.8,0.16,1.93,19.77,0.0,1017.9,-0.24,230.31,1.95,12.11,24.13,14.24,230.31,1.95,12.11,20.03,1.13
2022-05-17T08:00:00+00:00,20.97,12.13,14.93,0.06,1.09,34.6,0.0,1016.41,-0.21,238.57,1.61,12.34,24.14,13.88,238.57,1.61,12.34,181.75,1.04
2022-05-18T08:00:00+00:00,18.97,89.27,7.05,0.06,11.73,60.77,0.0,1009.95,-0.23,255.34,1.7,11.89,24.14,14.3,269.07,1.94,10.05,319.63,8.33
2022-05-19T08:00:00+00:00,14.88,97.83,19.42,0.08,4.43,57.67,0.19,1016.93,-0.24,246.43,2.97,11.5,22.4,14.71,246.43,2.97,11.5,250.76,1.98
2022-05-20T08:00:00+00:00,14.76,16.13,53.31,0.16,5.25,62.4,0.14,1022.23,-0.26,228.43,2.51,11.34,24.13,14.45,228.36,2.52,11.33,146.22,4.74
2022-05-21T08:00:00+00:00,15.3,19.23,51.67,0.1,1.51,65.67,0.05,1026.14,-0.22,224.58,1.61,9.57,24.14,14.85,224.58,1.61,9.57,184.99,1.95
2022-05-22T08:00:00+00:00,15.46,21.13,206.8,0.13,2.32,67.43,0.0,1024.27,-0.22,228.76,1.81,10.46,24.13,15.5,228.77,1.81,10.46,355.66,3.43
2022-05-23T08:00:00+00:00,16.22,100.0,33.69,0.16,3.41,78.47,0.0,1019.47,-0.26,240.55,1.81,10.45,24.14,14.32,240.91,1.82,10.41,346.59,5.05
2022-05-24T08:00:00+00:00,15.35,100.0,15.56,0.15,6.27,86.17,0.71,1016.93,-0.28,241.33,2.38,10.52,14.44,13.79,242.44,2.4,10.39,334.7,6.25
2022-05-25T08:00:00+00:00,16.97,12.8,225.21,0.12,3.03,73.13,0.0,1019.63,-0.21,233.08,2.73,12.19,24.14,14.37,233.08,2.73,12.19,349.02,3.6
2022-05-26T08:00:00+00:00,16.38,62.17,58.65,0.17,3.12,81.5,0.0,1024.13,-0.26,225.9,2.99,13.14,24.13,14.57,225.9,2.99,13.14,103.43,1.17
2022-05-27T08:00:00+00:00,16.84,8.77,39.52,0.03,0.93,67.1,0.0,1019.82,-0.23,217.31,2.39,12.01,24.13,14.9,217.31,2.39,12.01,127.21,2.42
2022-05-28T08:00:00+00:00,14.75,91.3,268.28,0.06,5.36,81.17,0.12,1015.07,-0.22,219.15,2.02,12.29,24.1,14.7,219.55,2.02,12.19,358.49,6.37
2022-05-29T08:00:00+00:00,15.55,61.9,270.75,0.05,10.05,60.6,0.52,1019.62,-0.24,235.06,3.17,9.86,18.56,14.14,234.41,3.29,9.49,225.79,8.16
2022-05-30T08:00:00+00:00,13.48,66.67,59.74,0.03,4.08,53.57,0.0,1028.06,-0.29,229.57,3.09,12.41,24.14,14.36,229.58,3.09,12.41,346.78,5.15
2022-05-31T08:00:00+00:00,14.02,0.0,33.5,0.1,2.73,65.97,0.0,1030.28,-0.3,231.01,4.03,13.73,24.14,14.19,231.02,4.03,13.73,344.38,4.89
2022-06-01T08:00:00+00:00,14.05,16.57,18.56,0.18,1.63,62.83,0.0,1029.27,-0.33,234.26,2.84,12.25,24.14,13.91,234.26,2.84,12.25,352.92,3.97
2022-06-02T08:00:00+00:00,15.1,0.0,23.64,0.18,1.49,65.27,0.0,1026.93,-0.31,233.03,3.16,14.35,24.14,13.96,233.03,3.16,14.35,346.05,1.5
2022-06-03T08:00:00+00:00,14.7,0.0,36.95,0.18,1.24,63.5,0.0,1021.69,-0.27,238.76,3.47,14.89,24.13,13.87,238.76,3.47,14.89,13.01,1.19
2022-06-04T08:00:00+00:00,14.97,89.0,25.7,0.16,0.96,72.5,0.0,1025.17,-0.25,240.45,3.14,13.73,24.14,13.97,240.45,3.14,13.73,351.64,2.54
2022-06-05T08:00:00+00:00,15.94,42.97,58.44,0.25,2.16,71.43,0.0,1026.01,-0.26,226.14,2.35,11.31,24.13,14.2,225.16,2.37,11.2,108.91,3.36
2022-06-06T08:00:00+00:00,20.9,0.0,47.71,0.18,1.62,19.83,0.0,1024.14,-0.27,222.91,1.7,11.77,24.14,14.61,222.91,1.7,11.77,13.68,0.82
2022-06-07T08:00:00+00:00,21.39,0.0,23.71,0.13,3.28,22.43,0.0,1022.04,-0.22,210.14,1.21,11.13,24.13,14.49,210.14,1.21,11.13,4.98,1.14
2022-06-08T08:00:00+00:00,21.23,39.77,11.8,0.13,5.42,30.23,0.0,1018.92,-0.2,235.59,1.29,11.69,24.13,14.51,235.79,1.29,11.65,350.54,3.59
2022-06-09T08:00:00+00:00,16.85,0.5,347.52,0.08,2.2,60.8,0.0,1027.55,-0.18,238.53,1.51,8.78,24.14,14.65,238.53,1.51,8.78,29.38,0.3
2022-06-10T08:00:00+00:00,17.59,49.67,207.74,0.25,1.88,40.67,0.0,1020.51,-0.18,247.51,1.6,10.44,24.13,15.13,247.51,1.6,10.44,25.53,0.96
2022-06-11T08:00:00+00:00,20.76,91.83,210.11,0.19,10.93,26.87,0.0,1012.95,-0.17,259.38,1.61,11.49,24.13,15.06,261.07,1.64,11.22,345.21,5.34
2022-06-12T08:00:00+00:00,17.3,100.0,174.99,0.07,11.68,45.97,0.0,1010.48,-0.22,261.04,2.07,12.24,24.13,15.54,263.61,2.12,11.83,346.62,6.68
2022-06-13T08:00:00+00:00,14.44,100.0,198.93,0.2,12.01,90.47,2.6,1008.73,-0.2,265.28,2.17,10.02,6.53,15.03,267.0,2.21,9.82,343.32,6.66
2022-06-14T08:00:00+00:00,14.23,99.67,205.87,0.36,8.67,71.87,1.23,1007.58,-0.15,260.28,1.95,9.65,9.41,14.82,262.51,2.02,9.25,293.75,6.88
2022-06-15T08:00:00+00:00,12.3,11.4,226.07,0.21,2.31,63.13,0.03,1024.02,-0.18,209.89,2.39,10.04,24.14,13.83,209.89,2.39,10.04,335.18,0.89
2022-06-16T08:00:00+00:00,12.32,43.87,55.26,0.1,1.61,49.57,0.0,1019.83,-0.24,206.12,1.38,9.43,24.14,13.89,206.12,1.38,9.43,41.68,1.59
2022-06-17T08:00:00+00:00,15.33,65.67,27.15,0.19,11.64,39.2,0.0,1010.2,-0.29,248.84,1.3,12.43,24.13,14.21,267.97,1.52,10.26,338.66,8.1
2022-06-18T08:00:00+00:00,14.67,9.67,230.81,0.29,8.85,69.57,0.27,1012.72,-0.12,264.9,2.91,10.49,21.1,14.57,266.82,3.07,9.92,289.56,8.85
2022-06-19T08:00:00+00:00,12.33,5.0,226.76,0.28,0.79,72.33,0.02,1023.54,-0.17,252.95,2.86,11.97,24.13,14.52,252.95,2.86,11.97,342.83,1.39
2022-06-20T08:00:00+00:00,12.9,0.0,241.43,0.19,5.24,68.8,0.0,1024.88,-0.17,240.13,2.25,12.32,24.13,14.91,216.18,2.66,10.11,122.56,10.99
2022-06-21T08:00:00+00:00,14.39,100.0,6.01,0.12,5.19,72.33,0.0,1021.96,-0.26,227.53,1.64,12.38,24.14,14.68,191.46,2.16,9.27,137.34,10.21
2022-06-22T08:00:00+00:00,17.52,59.67,355.43,0.12,0.36,60.97,0.0,1020.56,-0.27,229.62,1.99,12.56,24.14,14.52,229.62,1.99,12.56,306.13,0.37
2022-06-23T08:00:00+00:00,15.61,30.53,341.88,0.14,6.4,81.37,0.45,1020.47,-0.24,233.46,2.19,11.8,12.84,14.77,232.5,2.22,11.55,200.86,5.96
2022-06-24T08:00:00+00:00,14.37,0.0,7.8,0.26,5.74,61.43,0.0,1030.72,-0.29,230.31,2.59,11.88,24.14,14.74,229.38,2.61,11.76,129.42,6.02
2022-06-25T08:00:00+00:00,13.67,0.0,8.1,0.18,4.29,68.87,0.0,1032.08,-0.32,238.78,2.55,13.15,24.14,14.38,238.78,2.55,13.15,156.42,2.83
2022-06-26T08:00:00+00:00,14.24,3.93,8.98,0.22,3.78,55.73,0.0,1032.69,-0.3,242.58,2.34,12.6,24.14,14.5,242.58,2.34,12.59,135.3,2.62
2022-06-27T08:00:00+00:00,16.49,0.0,359.37,0.17,1.34,29.47,0.0,1031.18,-0.23,233.69,1.72,11.18,24.14,14.21,233.69,1.72,11.18,75.98,1.0
2022-06-28T08:00:00+00:00,19.0,0.0,222.17,0.17,3.41,37.83,0.0,1029.45,-0.15,238.7,1.49,11.85,24.14,14.39,238.7,1.49,11.85,12.72,1.8
2022-06-29T08:00:00+00:00,19.44,4.97,225.4,0.25,7.18,32.0,0.0,1028.05,-0.15,247.37,1.24,12.26,24.14,14.56,247.46,1.24,12.23,350.69,3.22
2022-06-30T08:00:00+00:00,19.24,0.0,226.39,0.14,9.38,32.8,0.0,1023.0,-0.18,235.02,1.32,13.76,24.13,14.52,235.02,1.32,13.76,7.5,2.55
2022-07-01T08:00:00+00:00,19.64,59.53,246.11,0.2,15.71,39.3,0.0,1014.31,-0.13,246.64,1.14,10.03,24.13,14.42,251.3,1.18,9.54,351.91,5.11
2022-07-02T08:00:00+00:00,14.15,94.87,230.48,0.34,13.74,88.93,0.67,1013.89,-0.11,256.59,1.94,10.54,11.99,14.46,282.39,2.56,8.35,334.39,12.45
2022-07-03T08:00:00+00:00,13.0,92.53,220.53,0.26,4.95,77.33,0.44,1019.39,-0.13,248.87,3.82,13.49,21.62,14.53,248.91,3.82,13.49,319.55,5.46
2022-07-04T08:00:00+00:00,12.76,0.0,219.61,0.25,1.83,69.63,0.0,1023.32,-0.13,216.41,2.68,12.35,24.13,14.4,216.41,2.68,12.35,8.24,2.9
2022-07-05T08:00:00+00:00,12.19,42.43,231.13,0.18,2.92,75.47,0.12,1022.9,-0.16,205.96,1.54,10.62,24.14,14.39,202.73,1.59,10.22,122.74,5.3
2022-07-06T08:00:00+00:00,12.61,0.17,277.24,0.16,5.98,54.93,0.0,1022.9,-0.18,245.13,1.6,12.18,24.14,14.35,245.83,1.61,12.05,348.45,4.51
2022-07-07T08:00:00+00:00,13.58,89.0,265.05,0.09,3.45,64.77,0.0,1022.77,-0.21,253.03,2.44,11.7,24.13,14.63,254.33,2.46,11.51,353.59,6.81
2022-07-08T08:00:00+00:00,14.36,0.33,321.6,0.15,1.52,55.73,0.0,1018.62,-0.24,248.61,4.27,15.21,24.14,14.62,248.61,4.27,15.21,125.59,2.17
2022-07-09T08:00:00+00:00,15.82,90.6,37.09,0.13,4.27,77.23,0.0,1016.49,-0.24,242.81,3.28,13.93,24.14,14.67,242.81,3.28,13.92,292.34,2.29
2022-07-10T08:00:00+00:00,13.43,26.63,19.78,0.21,13.67,77.67,0.12,1016.11,-0.27,231.89,2.91,11.49,19.35,14.47,228.47,3.01,11.09,203.63,7.04
2022-07-11T08:00:00+00:00,13.27,97.87,184.25,0.07,10.97,91.23,0.23,1022.61,-0.21,231.23,1.62,9.32,22.02,14.78,250.86,1.88,8.06,338.53,9.71
2022-07-12T08:00:00+00:00,13.74,0.0,222.57,0.19,3.1,64.37,0.0,1032.96,-0.16,247.6,4.18,15.14,24.14,14.8,247.61,4.18,15.14,341.76,3.96
2022-07-13T08:00:00+00:00,12.46,40.03,359.84,0.22,10.26,75.53,0.01,1023.89,-0.28,247.28,3.88,13.98,24.13,14.32,247.79,3.9,13.89,334.91,8.1
2022-07-14T08:00:00+00:00,14.65,65.4,340.32,0.11,1.57,84.87,0.08,1025.74,-0.23,240.53,4.77,15.01,23.53,14.68,240.53,4.77,15.01,288.84,2.43
2022-07-15T08:00:00+00:00,14.12,83.5,20.96,0.22,2.23,72.1,0.0,1025.3,-0.3,237.43,3.76,14.09,24.13,15.06,237.43,3.76,14.09,128.9,2.41
2022-07-16T08:00:00+00:00,18.26,0.0,32.57,0.25,2.89,40.4,0.0,1020.77,-0.29,230.74,2.09,11.7,24.14,14.75,230.74,2.09,11.7,2.66,1.1
2022-07-17T08:00:00+00:00,16.48,0.0,20.92,0.19,6.1,56.03,0.0,1017.26,-0.25,236.4,1.6,11.64,24.14,14.88,236.95,1.61,11.54,325.68,4.37
